epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,588.552,0.49248,0.3665,0.99232,0.98021,0.94775,0.97872,0.93441,0.3101,0.23278,0.84482,0.000803031,0.000803031,0.000803031
16,627.575,0.48843,0.36571,0.99331,0.98002,0.95333,0.98031,0.93584,0.30858,0.2289,0.84098,0.000781033,0.000781033,0.000781033
17,665.44,0.48208,0.35768,0.99137,0.98382,0.94378,0.97896,0.93846,0.29543,0.21988,0.83606,0.000759035,0.000759035,0.000759035
18,703.351,0.47726,0.3493,0.98836,0.97804,0.95216,0.98278,0.94171,0.28971,0.21849,0.83098,0.000737037,0.000737037,0.000737037
19,741.946,0.46769,0.344,0.98394,0.97552,0.95456,0.97995,0.93983,0.29161,0.22192,0.83712,0.00071504,0.00071504,0.00071504
20,782.329,0.46463,0.34563,0.9825,0.97437,0.95181,0.98037,0.9434,0.28031,0.21532,0.83005,0.000693042,0.000693042,0.000693042
21,820.899,0.45689,0.33782,0.97767,0.97871,0.95537,0.98206,0.945,0.27681,0.20639,0.82898,0.000671044,0.000671044,0.000671044
22,858.743,0.45204,0.33266,0.97578,0.98374,0.94988,0.98212,0.94322,0.27861,0.20976,0.82737,0.000649046,0.000649046,0.000649046
23,896.637,0.4398,0.32088,0.97122,0.98658,0.95126,0.98253,0.94795,0.26886,0.20163,0.82102,0.000627048,0.000627048,0.000627048
24,935.663,0.4356,0.31698,0.96784,0.9805,0.95106,0.97974,0.94715,0.26137,0.19825,0.81845,0.000605051,0.000605051,0.000605051
25,975.898,0.43857,0.32099,0.96938,0.96984,0.96319,0.98202,0.94684,0.26726,0.19892,0.82056,0.000583053,0.000583053,0.000583053
26,1013.87,0.42556,0.31303,0.96405,0.97976,0.95494,0.98179,0.95038,0.25502,0.19154,0.81688,0.000561055,0.000561055,0.000561055
27,1051.65,0.42518,0.30604,0.96631,0.97902,0.95839,0.98463,0.95126,0.25076,0.18997,0.81337,0.000539057,0.000539057,0.000539057
28,1089.59,0.41579,0.30425,0.95601,0.9846,0.95714,0.98375,0.95296,0.24986,0.18812,0.81264,0.000517059,0.000517059,0.000517059
29,1128.68,0.41351,0.30248,0.95766,0.98184,0.95873,0.98256,0.95249,0.25121,0.18705,0.81539,0.000495062,0.000495062,0.000495062
30,1167.57,0.41005,0.29522,0.95377,0.98611,0.96053,0.98476,0.95747,0.24076,0.17698,0.80955,0.000473064,0.000473064,0.000473064
31,1205.38,0.40532,0.29491,0.95718,0.97446,0.96164,0.98358,0.95458,0.24222,0.18156,0.8091,0.000451066,0.000451066,0.000451066
32,1243.3,0.39582,0.28743,0.95159,0.98655,0.95519,0.98369,0.95515,0.23857,0.18014,0.80745,0.000429068,0.000429068,0.000429068
33,1282.54,0.39334,0.28299,0.94851,0.9829,0.95551,0.98384,0.95752,0.23453,0.18139,0.8064,0.00040707,0.00040707,0.00040707
34,1323.16,0.38532,0.27716,0.94603,0.98142,0.95547,0.98434,0.95678,0.23386,0.17941,0.80407,0.000385073,0.000385073,0.000385073
35,1361.44,0.3878,0.27981,0.94902,0.97945,0.96021,0.98319,0.95756,0.23314,0.1763,0.8056,0.000363075,0.000363075,0.000363075
36,1399.09,0.37805,0.27205,0.94081,0.9834,0.95746,0.9842,0.95778,0.2342,0.1765,0.80405,0.000341077,0.000341077,0.000341077
37,1436.96,0.38012,0.274,0.94314,0.98211,0.96186,0.98427,0.95846,0.22766,0.17098,0.80283,0.000319079,0.000319079,0.000319079
38,1475.75,0.37383,0.27034,0.93953,0.98395,0.95776,0.98454,0.95978,0.2276,0.17349,0.80337,0.000297081,0.000297081,0.000297081
39,1515.11,0.36724,0.26565,0.93678,0.98359,0.95947,0.9847,0.95902,0.22432,0.16828,0.80192,0.000275084,0.000275084,0.000275084
40,1553.14,0.35912,0.25562,0.93275,0.9859,0.95886,0.9837,0.96032,0.21957,0.16881,0.79739,0.000253086,0.000253086,0.000253086
41,1606.66,0.23872,0.18079,0.84107,0.98854,0.95474,0.98479,0.96148,0.218,0.17008,0.79643,0.000231088,0.000231088,0.000231088
42,1646.16,0.2334,0.17569,0.83849,0.97908,0.96591,0.9851,0.96006,0.21546,0.16819,0.79583,0.00020909,0.00020909,0.00020909
43,1685.55,0.22374,0.16817,0.82939,0.97968,0.96168,0.98487,0.96092,0.21119,0.16505,0.79603,0.000187092,0.000187092,0.000187092
44,1724.35,0.22268,0.16741,0.82983,0.98072,0.9614,0.98511,0.96128,0.21028,0.16581,0.79554,0.000165095,0.000165095,0.000165095
45,1762.99,0.21513,0.16019,0.82452,0.98228,0.95957,0.98546,0.96202,0.20858,0.16083,0.79407,0.000143097,0.000143097,0.000143097
46,1801.73,0.2093,0.15574,0.82591,0.98162,0.96266,0.98525,0.96413,0.20622,0.15776,0.79219,0.000121099,0.000121099,0.000121099
47,1841.27,0.20524,0.15331,0.8206,0.97734,0.96766,0.98521,0.96372,0.20499,0.15682,0.7929,9.91012e-05,9.91012e-05,9.91012e-05
48,1879.92,0.19919,0.14943,0.81851,0.98341,0.9612,0.98508,0.96435,0.20466,0.15523,0.79344,7.71034e-05,7.71034e-05,7.71034e-05
49,1918.4,0.19591,0.14628,0.81821,0.98072,0.96163,0.98582,0.96642,0.20209,0.15519,0.79303,5.51056e-05,5.51056e-05,5.51056e-05
50,1957.05,0.19192,0.14418,0.81562,0.98072,0.96193,0.98599,0.96552,0.20168,0.15706,0.79193,3.31078e-05,3.31078e-05,3.31078e-05
