epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,2247.13,0.41388,0.30371,0.94036,0.98814,0.96519,0.98175,0.96054,0.21522,0.16348,0.79285,0.006535,0.006535,0.006535
37,2308.06,0.40823,0.30004,0.9431,0.98704,0.96612,0.9827,0.96171,0.21477,0.1647,0.7925,0.006436,0.006436,0.006436
38,2370.72,0.40303,0.2972,0.9366,0.98784,0.96613,0.98322,0.96243,0.21381,0.16171,0.79298,0.006337,0.006337,0.006337
39,2432.87,0.40417,0.29964,0.93906,0.98781,0.9661,0.9823,0.96146,0.21168,0.16041,0.79182,0.006238,0.006238,0.006238
40,2493.55,0.40239,0.29393,0.93763,0.99015,0.96524,0.98221,0.96173,0.21044,0.16032,0.79086,0.006139,0.006139,0.006139
41,2556.58,0.40281,0.29608,0.93694,0.98906,0.96576,0.98252,0.96157,0.21059,0.15932,0.79101,0.00604,0.00604,0.00604
42,2618.48,0.3968,0.29368,0.93401,0.98722,0.96635,0.98307,0.9633,0.20914,0.1584,0.79009,0.005941,0.005941,0.005941
43,2679.27,0.39443,0.29084,0.93274,0.98497,0.96812,0.98327,0.96311,0.20761,0.15677,0.78915,0.005842,0.005842,0.005842
44,2741.26,0.39273,0.28946,0.93249,0.98793,0.96672,0.9829,0.96325,0.2047,0.15647,0.78788,0.005743,0.005743,0.005743
45,2803.03,0.39015,0.28595,0.93251,0.98938,0.96502,0.98301,0.96399,0.20258,0.15516,0.78607,0.005644,0.005644,0.005644
46,2864.07,0.38935,0.2845,0.93183,0.9868,0.96758,0.98293,0.96426,0.20162,0.15305,0.78615,0.005545,0.005545,0.005545
47,2926.02,0.38751,0.28386,0.93268,0.98888,0.96801,0.98248,0.9649,0.20037,0.1529,0.7859,0.005446,0.005446,0.005446
48,2987.46,0.38261,0.28303,0.93088,0.98765,0.96775,0.98235,0.96457,0.19987,0.15193,0.78592,0.005347,0.005347,0.005347
49,3048.25,0.37885,0.2795,0.92759,0.98742,0.96863,0.98293,0.96484,0.1988,0.15102,0.78579,0.005248,0.005248,0.005248
50,3111.1,0.37771,0.27704,0.92623,0.98749,0.96752,0.98301,0.96487,0.19794,0.1512,0.78569,0.005149,0.005149,0.005149
51,3172.7,0.37609,0.27531,0.9278,0.98838,0.96724,0.98272,0.96453,0.19754,0.15012,0.78594,0.00505,0.00505,0.00505
52,3233.47,0.37388,0.27512,0.92703,0.98629,0.968,0.98283,0.96479,0.19733,0.1505,0.78586,0.004951,0.004951,0.004951
53,3296.58,0.37166,0.27353,0.92615,0.98863,0.96503,0.98301,0.96475,0.19665,0.14941,0.78549,0.004852,0.004852,0.004852
54,3357.15,0.36972,0.27205,0.92437,0.98859,0.96474,0.98326,0.96542,0.19581,0.14899,0.78503,0.004753,0.004753,0.004753
55,3417.6,0.36764,0.26949,0.92444,0.98815,0.96386,0.98286,0.96511,0.19503,0.14833,0.78463,0.004654,0.004654,0.004654
56,3481.12,0.36688,0.2685,0.92308,0.98847,0.96441,0.98303,0.96567,0.19461,0.14841,0.78444,0.004555,0.004555,0.004555
57,3542.72,0.36219,0.26539,0.92149,0.98854,0.96422,0.98303,0.96607,0.19455,0.14738,0.78465,0.004456,0.004456,0.004456
58,3604,0.36186,0.26632,0.92211,0.98876,0.96472,0.98303,0.96627,0.19416,0.14688,0.78437,0.004357,0.004357,0.004357
59,3668.24,0.35975,0.26394,0.92017,0.98949,0.96382,0.98309,0.96621,0.1937,0.14635,0.78415,0.004258,0.004258,0.004258
60,3729.7,0.35955,0.26609,0.92206,0.98958,0.9635,0.98338,0.96631,0.19345,0.14621,0.78406,0.004159,0.004159,0.004159
61,3791.33,0.35448,0.26234,0.91787,0.98971,0.96354,0.98315,0.96575,0.19308,0.14547,0.7838,0.00406,0.00406,0.00406
62,3854.52,0.35689,0.26296,0.91992,0.98677,0.96719,0.98351,0.96613,0.19275,0.14525,0.78375,0.003961,0.003961,0.003961
63,3915.71,0.34973,0.25758,0.91772,0.98688,0.96702,0.98351,0.96636,0.19215,0.14491,0.78346,0.003862,0.003862,0.003862
64,3978.2,0.35209,0.25743,0.91669,0.98543,0.96801,0.98396,0.96665,0.19168,0.14452,0.78318,0.003763,0.003763,0.003763
65,4041.18,0.34905,0.2563,0.91709,0.98557,0.96765,0.98411,0.96691,0.19124,0.14417,0.7831,0.003664,0.003664,0.003664
66,4102.6,0.34443,0.25602,0.91365,0.98551,0.96783,0.98412,0.96704,0.19085,0.14409,0.78296,0.003565,0.003565,0.003565
67,4165.38,0.34175,0.25415,0.91452,0.98545,0.96794,0.98429,0.96728,0.19064,0.14364,0.78292,0.003466,0.003466,0.003466
68,4228.27,0.34202,0.25179,0.9124,0.98519,0.96877,0.98392,0.96701,0.19025,0.14333,0.78286,0.003367,0.003367,0.003367
69,4289.64,0.33829,0.24797,0.91272,0.98538,0.96911,0.98379,0.96707,0.19002,0.14327,0.7828,0.003268,0.003268,0.003268
70,4352.58,0.3352,0.2477,0.9108,0.98532,0.96921,0.98373,0.96725,0.18969,0.14324,0.78276,0.003169,0.003169,0.003169
71,4414.67,0.3319,0.24515,0.90818,0.98529,0.96883,0.98368,0.96739,0.18955,0.14346,0.78279,0.00307,0.00307,0.00307
72,4476.06,0.3322,0.24614,0.9114,0.98536,0.96927,0.98388,0.96724,0.18918,0.14349,0.78262,0.002971,0.002971,0.002971
73,4539.41,0.33207,0.24286,0.90845,0.98542,0.96931,0.9844,0.96785,0.18881,0.14347,0.78255,0.002872,0.002872,0.002872
74,4601.76,0.32994,0.2427,0.90863,0.98534,0.96932,0.98493,0.96787,0.18848,0.14323,0.78241,0.002773,0.002773,0.002773
75,4663.15,0.32706,0.23894,0.90728,0.98533,0.96928,0.98489,0.96788,0.18796,0.14298,0.78214,0.002674,0.002674,0.002674
76,4726.92,0.32239,0.23967,0.90569,0.98509,0.96904,0.98508,0.96786,0.18764,0.14252,0.78205,0.002575,0.002575,0.002575
77,4788.62,0.3222,0.23581,0.90616,0.98506,0.96904,0.98509,0.96797,0.18725,0.14227,0.78185,0.002476,0.002476,0.002476
78,4850.16,0.32166,0.23764,0.90654,0.98517,0.96904,0.98505,0.96809,0.18699,0.14231,0.78176,0.002377,0.002377,0.002377
79,4913.58,0.31961,0.23528,0.90573,0.98467,0.96904,0.98509,0.96831,0.18666,0.14196,0.78165,0.002278,0.002278,0.002278
80,4975.44,0.31441,0.23177,0.90336,0.98474,0.96928,0.98502,0.96822,0.18621,0.14175,0.7815,0.002179,0.002179,0.002179
81,5036.48,0.31263,0.23118,0.90212,0.98603,0.96755,0.98507,0.96819,0.18581,0.14153,0.78134,0.00208,0.00208,0.00208
82,5100.82,0.31489,0.23234,0.90415,0.98532,0.96901,0.9851,0.96811,0.18539,0.14104,0.78109,0.001981,0.001981,0.001981
83,5162.3,0.3103,0.22997,0.90099,0.98554,0.96904,0.98512,0.96841,0.18516,0.14073,0.78104,0.001882,0.001882,0.001882
84,5223.64,0.3077,0.22507,0.90131,0.99162,0.96315,0.98463,0.96811,0.18497,0.14053,0.78112,0.001783,0.001783,0.001783
85,5287.6,0.30222,0.22311,0.8984,0.98602,0.96862,0.98468,0.96813,0.18468,0.14017,0.7809,0.001684,0.001684,0.001684
86,5348.28,0.30097,0.22313,0.89984,0.98627,0.9692,0.98486,0.96825,0.18426,0.13987,0.78074,0.001585,0.001585,0.001585
87,5408.48,0.30222,0.22267,0.89996,0.98684,0.96866,0.98521,0.96858,0.18403,0.13937,0.78066,0.001486,0.001486,0.001486
88,5470.94,0.29793,0.21947,0.89639,0.98683,0.96924,0.98535,0.96906,0.18384,0.13929,0.78059,0.001387,0.001387,0.001387
89,5530.87,0.29852,0.21901,0.89751,0.98704,0.96855,0.98539,0.96943,0.18357,0.13941,0.78036,0.001288,0.001288,0.001288
90,5591.27,0.29324,0.2158,0.89532,0.98676,0.96951,0.9854,0.96976,0.18325,0.13915,0.78022,0.001189,0.001189,0.001189
91,5670.1,0.19826,0.16042,0.81074,0.98665,0.96912,0.98547,0.96947,0.18287,0.13865,0.78005,0.00109,0.00109,0.00109
92,5732.06,0.19237,0.15513,0.80808,0.98697,0.96905,0.9854,0.96983,0.18263,0.13877,0.77999,0.000991,0.000991,0.000991
93,5795.23,0.1871,0.15079,0.80484,0.98702,0.96908,0.9851,0.96976,0.18226,0.13894,0.77986,0.000892,0.000892,0.000892
94,5856.97,0.18575,0.14992,0.80641,0.98742,0.96928,0.98495,0.96968,0.18182,0.13858,0.77968,0.000793,0.000793,0.000793
95,5918.78,0.1814,0.14806,0.80282,0.98698,0.96966,0.9848,0.96971,0.18146,0.13847,0.77948,0.000694,0.000694,0.000694
96,5982.28,0.17821,0.14543,0.8024,0.98737,0.96951,0.98471,0.96971,0.18099,0.13836,0.77932,0.000595,0.000595,0.000595
97,6044.3,0.17464,0.14208,0.8029,0.98738,0.96957,0.98463,0.96973,0.18047,0.13814,0.77906,0.000496,0.000496,0.000496
98,6106.21,0.17294,0.14134,0.80094,0.98706,0.96952,0.98468,0.96969,0.18007,0.13784,0.77889,0.000397,0.000397,0.000397
99,6169.21,0.17014,0.13823,0.7998,0.98708,0.96951,0.98469,0.9698,0.17961,0.13758,0.77879,0.000298,0.000298,0.000298
100,6231.18,0.16764,0.13602,0.79892,0.98709,0.96952,0.98472,0.96983,0.1791,0.13733,0.77855,0.000199,0.000199,0.000199
