epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,1362.25,0.42274,0.31026,0.94661,0.98647,0.96566,0.97945,0.95528,0.22602,0.16615,0.80295,0.007921,0.007921,0.007921
23,1425.21,0.42131,0.3079,0.94686,0.98893,0.96375,0.98126,0.9575,0.22483,0.16434,0.80145,0.007822,0.007822,0.007822
24,1486,0.41315,0.3011,0.94264,0.98625,0.96443,0.98036,0.95612,0.22233,0.16179,0.79939,0.007723,0.007723,0.007723
25,1546.43,0.41264,0.30458,0.94169,0.9873,0.9633,0.98067,0.95794,0.21869,0.16197,0.79764,0.007624,0.007624,0.007624
26,1609.39,0.40998,0.29985,0.94062,0.99302,0.95502,0.97963,0.95792,0.21844,0.16137,0.79873,0.007525,0.007525,0.007525
27,1669.91,0.41007,0.29811,0.93994,0.98595,0.96505,0.982,0.96017,0.21615,0.15834,0.79789,0.007426,0.007426,0.007426
28,1730.62,0.40402,0.29677,0.94036,0.98903,0.96254,0.98169,0.96081,0.20969,0.15654,0.7948,0.007327,0.007327,0.007327
29,1794.54,0.40054,0.2918,0.9383,0.98871,0.96499,0.98176,0.96004,0.20938,0.15308,0.79531,0.007228,0.007228,0.007228
30,1854.7,0.40009,0.29086,0.93833,0.9854,0.96722,0.98177,0.96152,0.20704,0.15452,0.79462,0.007129,0.007129,0.007129
31,1914.91,0.39651,0.28688,0.93631,0.99181,0.95868,0.98246,0.96136,0.203,0.14921,0.79126,0.00703,0.00703,0.00703
32,1977.71,0.39319,0.28483,0.93402,0.98961,0.96251,0.98207,0.96066,0.2031,0.14771,0.79144,0.006931,0.006931,0.006931
33,2037.9,0.39058,0.28432,0.93361,0.98999,0.96565,0.98176,0.96104,0.19982,0.14667,0.79004,0.006832,0.006832,0.006832
34,2098.51,0.38787,0.28337,0.93315,0.99153,0.9619,0.98155,0.96293,0.19599,0.14428,0.78854,0.006733,0.006733,0.006733
35,2160.66,0.38456,0.28166,0.93169,0.98818,0.96468,0.98209,0.96324,0.19437,0.14332,0.78637,0.006634,0.006634,0.006634
36,2220.94,0.38473,0.27749,0.92889,0.98975,0.9632,0.98207,0.96426,0.19318,0.14058,0.78748,0.006535,0.006535,0.006535
37,2282.18,0.37894,0.27346,0.93095,0.98984,0.96683,0.98242,0.96456,0.19113,0.13882,0.78689,0.006436,0.006436,0.006436
38,2344.41,0.37474,0.27168,0.92613,0.99083,0.9651,0.9823,0.96456,0.19031,0.13901,0.78711,0.006337,0.006337,0.006337
39,2405,0.37491,0.27199,0.92812,0.98925,0.96723,0.98185,0.9652,0.18983,0.13688,0.78624,0.006238,0.006238,0.006238
40,2466.75,0.37319,0.26801,0.92608,0.98988,0.96502,0.98224,0.96506,0.18896,0.13643,0.78607,0.006139,0.006139,0.006139
41,2528.46,0.37269,0.26966,0.92645,0.98933,0.96495,0.98213,0.96495,0.18769,0.1346,0.78529,0.00604,0.00604,0.00604
42,2588.69,0.3676,0.26833,0.92332,0.993,0.96112,0.98231,0.96541,0.18618,0.1344,0.78436,0.005941,0.005941,0.005941
43,2650.22,0.36802,0.2666,0.92353,0.99305,0.96231,0.98275,0.96561,0.1873,0.13543,0.78506,0.005842,0.005842,0.005842
44,2711.98,0.3619,0.26196,0.92096,0.99135,0.96499,0.98303,0.96576,0.18612,0.13389,0.78468,0.005743,0.005743,0.005743
45,2771.97,0.36267,0.26024,0.92251,0.99011,0.96621,0.98254,0.96561,0.18449,0.13232,0.78424,0.005644,0.005644,0.005644
46,2833.68,0.36144,0.25929,0.92146,0.99351,0.96387,0.98274,0.96593,0.18326,0.13222,0.78362,0.005545,0.005545,0.005545
47,2895.55,0.35883,0.25901,0.92208,0.99287,0.96412,0.98221,0.96623,0.18247,0.13037,0.7833,0.005446,0.005446,0.005446
48,2955.76,0.35594,0.25707,0.91995,0.993,0.96556,0.98266,0.96621,0.18152,0.13002,0.78304,0.005347,0.005347,0.005347
49,3017.59,0.35144,0.2549,0.91733,0.99306,0.96454,0.98343,0.96721,0.18085,0.13012,0.78317,0.005248,0.005248,0.005248
50,3079.28,0.35128,0.25341,0.91591,0.99247,0.96459,0.98355,0.96753,0.18045,0.1307,0.78309,0.005149,0.005149,0.005149
51,3139.48,0.34874,0.25222,0.91777,0.99208,0.96476,0.9838,0.96754,0.1799,0.12951,0.78269,0.00505,0.00505,0.00505
52,3201.09,0.34646,0.24952,0.91634,0.99266,0.96476,0.98393,0.96788,0.17922,0.12875,0.78223,0.004951,0.004951,0.004951
53,3262.39,0.34667,0.25142,0.91604,0.99312,0.9652,0.98418,0.96796,0.17878,0.12819,0.78207,0.004852,0.004852,0.004852
54,3322.58,0.34345,0.25001,0.91412,0.99339,0.96519,0.98428,0.96831,0.17787,0.12765,0.78152,0.004753,0.004753,0.004753
55,3384.7,0.34126,0.24679,0.91414,0.99413,0.96497,0.9843,0.96901,0.17721,0.12662,0.78137,0.004654,0.004654,0.004654
56,3445.86,0.3407,0.24482,0.91427,0.99381,0.96518,0.98369,0.96824,0.17676,0.12684,0.78119,0.004555,0.004555,0.004555
57,3506.12,0.3352,0.24193,0.91112,0.99389,0.96485,0.98368,0.9684,0.17642,0.12704,0.78091,0.004456,0.004456,0.004456
58,3568.16,0.33567,0.24103,0.91215,0.9939,0.96515,0.98383,0.96836,0.17601,0.12723,0.78055,0.004357,0.004357,0.004357
59,3628.63,0.33425,0.24155,0.91103,0.99401,0.96494,0.98382,0.96857,0.17558,0.12705,0.7803,0.004258,0.004258,0.004258
60,3688.28,0.33464,0.24401,0.91276,0.99405,0.96419,0.98364,0.96869,0.17539,0.12726,0.78021,0.004159,0.004159,0.004159
61,3749.8,0.33079,0.2379,0.9092,0.99404,0.96411,0.98374,0.96861,0.17506,0.12616,0.78014,0.00406,0.00406,0.00406
62,3810.11,0.32998,0.23814,0.90925,0.98997,0.96787,0.98392,0.96893,0.17467,0.12594,0.78008,0.003961,0.003961,0.003961
63,3869.86,0.32557,0.23615,0.90846,0.99382,0.96478,0.98403,0.96895,0.17435,0.12531,0.78015,0.003862,0.003862,0.003862
64,3932.05,0.32613,0.23273,0.90717,0.9939,0.96436,0.98406,0.9691,0.17401,0.12505,0.78004,0.003763,0.003763,0.003763
65,3992.62,0.32261,0.23294,0.90727,0.99385,0.96429,0.98418,0.96937,0.17359,0.12526,0.78001,0.003664,0.003664,0.003664
66,4052.44,0.31923,0.23215,0.90412,0.99379,0.96441,0.98423,0.96941,0.17326,0.12492,0.77992,0.003565,0.003565,0.003565
67,4113.98,0.31784,0.22926,0.90638,0.99373,0.96471,0.9839,0.96923,0.17299,0.12441,0.7799,0.003466,0.003466,0.003466
68,4174.52,0.31548,0.22702,0.90258,0.99355,0.96462,0.9839,0.9694,0.17262,0.12435,0.77981,0.003367,0.003367,0.003367
69,4233.76,0.31175,0.22371,0.90234,0.99293,0.96456,0.98398,0.96929,0.17225,0.12429,0.77971,0.003268,0.003268,0.003268
70,4295.77,0.31009,0.2249,0.90169,0.99365,0.96456,0.98397,0.96944,0.17194,0.12406,0.77953,0.003169,0.003169,0.003169
71,4356.28,0.30763,0.22376,0.89973,0.99371,0.96456,0.98402,0.96942,0.17154,0.12336,0.77932,0.00307,0.00307,0.00307
72,4416.76,0.30701,0.2228,0.90167,0.9938,0.96413,0.9841,0.96957,0.17103,0.12328,0.77913,0.002971,0.002971,0.002971
73,4478.65,0.30685,0.22019,0.89831,0.99378,0.96418,0.98413,0.96995,0.17078,0.12338,0.77895,0.002872,0.002872,0.002872
74,4539.37,0.30501,0.2196,0.89981,0.98882,0.96871,0.98414,0.96991,0.17049,0.12319,0.77881,0.002773,0.002773,0.002773
75,4599.61,0.3027,0.21684,0.89892,0.98889,0.96913,0.98417,0.96999,0.17032,0.12309,0.77866,0.002674,0.002674,0.002674
76,4662.31,0.29961,0.21686,0.89795,0.98889,0.96906,0.98417,0.97011,0.16992,0.12277,0.77843,0.002575,0.002575,0.002575
77,4723.05,0.29482,0.21258,0.89639,0.98887,0.96904,0.98416,0.97021,0.16947,0.12256,0.77824,0.002476,0.002476,0.002476
78,4783.25,0.29642,0.21464,0.8966,0.98891,0.96902,0.98417,0.97024,0.16899,0.12232,0.77806,0.002377,0.002377,0.002377
79,4846.13,0.2951,0.21214,0.89702,0.98901,0.96896,0.98423,0.97048,0.16876,0.12205,0.77798,0.002278,0.002278,0.002278
80,4906.48,0.28932,0.20862,0.89456,0.98892,0.96896,0.98425,0.97066,0.16858,0.12209,0.77788,0.002179,0.002179,0.002179
81,4966.7,0.29004,0.2095,0.89368,0.98901,0.96894,0.98429,0.97082,0.16837,0.12183,0.77771,0.00208,0.00208,0.00208
82,5029.6,0.29053,0.20957,0.89457,0.98849,0.96919,0.98437,0.97058,0.16814,0.12152,0.77765,0.001981,0.001981,0.001981
83,5089.99,0.2855,0.20741,0.89157,0.98841,0.96921,0.98442,0.97058,0.16786,0.12151,0.77758,0.001882,0.001882,0.001882
84,5150.05,0.28251,0.20402,0.8926,0.98862,0.96916,0.98454,0.97055,0.1679,0.12151,0.77761,0.001783,0.001783,0.001783
85,5213.16,0.27966,0.20257,0.89041,0.98836,0.9693,0.9847,0.97066,0.16777,0.1213,0.77745,0.001684,0.001684,0.001684
86,5276.08,0.27817,0.20203,0.89067,0.9891,0.96882,0.98479,0.97073,0.16781,0.12097,0.77767,0.001585,0.001585,0.001585
87,5338.65,0.27716,0.20061,0.89012,0.98912,0.96874,0.98486,0.9708,0.16758,0.12097,0.77745,0.001486,0.001486,0.001486
88,5400.33,0.274,0.19761,0.88774,0.98913,0.96885,0.9849,0.97061,0.16741,0.12094,0.77737,0.001387,0.001387,0.001387
89,5460.72,0.27596,0.19726,0.88893,0.98918,0.96866,0.98497,0.97078,0.16715,0.12061,0.77728,0.001288,0.001288,0.001288
90,5521.09,0.26932,0.1942,0.88597,0.98918,0.96878,0.98502,0.971,0.16687,0.12093,0.77716,0.001189,0.001189,0.001189
91,5599.43,0.1753,0.13861,0.80391,0.98914,0.96887,0.98505,0.97118,0.16669,0.12092,0.77703,0.00109,0.00109,0.00109
92,5661.05,0.16942,0.13505,0.80032,0.98911,0.96881,0.98525,0.97132,0.16638,0.12084,0.77687,0.000991,0.000991,0.000991
93,5724.13,0.16598,0.13223,0.79783,0.98916,0.9687,0.98528,0.9714,0.16616,0.12087,0.77674,0.000892,0.000892,0.000892
94,5785.59,0.1645,0.13012,0.79897,0.98928,0.9687,0.98514,0.97152,0.16587,0.12084,0.77653,0.000793,0.000793,0.000793
95,5847.27,0.16164,0.12878,0.797,0.98949,0.96853,0.98514,0.97166,0.16556,0.12082,0.77641,0.000694,0.000694,0.000694
96,5910.28,0.15817,0.12639,0.7956,0.98955,0.96844,0.98516,0.97175,0.16534,0.12077,0.77631,0.000595,0.000595,0.000595
97,5971.76,0.15467,0.12232,0.79598,0.99,0.96792,0.98514,0.97193,0.16508,0.12052,0.77619,0.000496,0.000496,0.000496
98,6033.55,0.15252,0.12104,0.79354,0.98995,0.9679,0.98515,0.97183,0.16481,0.12002,0.77613,0.000397,0.000397,0.000397
99,6095.5,0.15044,0.11897,0.79328,0.98975,0.96794,0.98514,0.97189,0.16444,0.11954,0.77599,0.000298,0.000298,0.000298
100,6157.21,0.1476,0.11676,0.79209,0.98976,0.96794,0.98515,0.9719,0.16414,0.11915,0.77578,0.000199,0.000199,0.000199
